resource_name,matched_alias,label,article_topic_match,pmcid,paragraph_text
BioGRID,BioGRID,1,True,PMC11653834,"The first matrix to be integrated was human PPI, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$n^1_{ii'} \in \mathbb {R}^{24875 \times 24875}$$\end{document} n i i ′ 1 ∈ R 24875 × 24875 (for BioGRID) or \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$n^1_{ii'} \in \mathbb {R}^{4901 \times 4901}$$\end{document} n i i ′ 1 ∈ R 4901 × 4901 (for DIP), and the second was mouse PPI, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$n^2_{ii'} \in \mathbb {R}^{16645 \times 16645}$$\end{document} n i i ′ 2 ∈ R 16645 × 16645 (for BioGRID) or \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$n^2_{ii'} \in \mathbb {R}^{2342 \times 2342}$$\end{document} n i i ′ 2 ∈ R 2342 × 2342 (for DIP)."
BioGRID,BioGRID,1,True,PMC11653834,\documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$P_i$$\end{document} P i s were attributed to i s using \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{2i}$$\end{document} u 2 i (for BioGRID and DIP) or \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{3i}$$\end{document} u 3 i (only for DIP) using Eq.
BioGRID,BioGRID,1,True,PMC11653834,"( 6 ) with replacing \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{\ell i}$$\end{document} u ℓ i with \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{\ell _1 i}$$\end{document} u ℓ 1 i and are corrected using the BH criterion [ 10 , 11 ] (The reason why \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{3i}$$\end{document} u 3 i was considered only for DIP was because genes selected by \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{3i}$$\end{document} u 3 i for DIP share the same enriched diseases, cancers, with those by \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{2i}$$\end{document} u 2 i , which was not the case for BioGRID."
BioGRID,BioGRID,1,True,PMC11703355,BioGRID: https://thebiogrid.org/
BioGRID,BioGRID,1,True,PMC10620119,"Known ABI1 and TAK1/MAP3K7 interactors were curated from Mint, IntAct, Biogrid, and StringDB databases (Table S8 )."
BioGRID,BioGRID,1,True,PMC10519508,"The 73 molecules interacting with SKA1 were collected via the BioGRID online site, as shown in Figure 4 A."
BioGRID,BioGRID,1,True,PMC9249595,DeepTrio [40] 97.55 98.95 96.12 98.98 97.52 95.15 NA NA NA NVIDIA Tesla P100 GPU with 16 GB memory S. cerevisiae PPIs from BioGRID
BioGRID,BioGRID,0,True,PMC11414074,"To further investigate the underlying mechanism of PGAM5 in breast cancer, we used BioGRID to identify the interacting genes associated with PGAM5."
BioGRID,BioGRID,0,True,PMC8050775,"Among this group, ten were previously reported in the BioGRID, GPS-Prot, or IntAct databases ( 22 , 23 , 24 ), including NCOR1 ( 25 ), JMJD1C ( 26 ), SMARCA4/BRG1 and SMARCD1/BAF60a ( 27 ), and TCF20/SPBP ( 28 )."
BioGRID,BioGRID,0,True,PMC8050775,"Of note, many interactors of AR found in the BioGRID, GSP-Prot, or IntAct database were not determined as high-confidence interactors in our analysis ( supplemental Table S1 ), highlighting limitations of the BioID proximity labeling approach."
BioGRID,BioGRID,1,True,PMC6311035,/ BioGRID 9 47 1 The number of repressilator time points varies and depends on the time series length and sampling rate (see “ Repressilator ” section)
BioGRID,BioGRID,1,True,PMC6311035,"network and b BioGRID-updated network, with anomalous edges (present in the original, removed in the update) in red and novel edges (absent in the original, added in the update) in blue"
BioGRID,BioGRID,1,True,PMC6311035,"network and b BioGRID-updated network, with anomalous edges (present in the original, removed in the update) in red and novel edges (absent in the original, added in the update) in blue"
BioGRID,BioGRID,1,True,PMC6311035,"5 Time-lagged Ordered Lasso, Granger-causality, and Lasso-Granger AUCs at different model orders l max when applied to the HeLa cell cycle expression dataset with the BioGRID-updated network and (lower inset) Sambo et al.-network treated as ground truth networks."
BioGRID,BioGRID,1,True,PMC6311035,"Time-lagged Ordered Lasso, Granger-causality, and Lasso-Granger AUCs at different model orders l max when applied to the HeLa cell cycle expression dataset with the BioGRID-updated network and (lower inset) Sambo et al.-network treated as ground truth networks."
BioGRID,BioGRID,1,True,PMC7593728,"A total of 5 programs, including String ( https://string-db.org/ ), BioGRID ( https://thebiogrid.org/ ), BioPlex ( https://bioplex.hms.harvard.edu/ ), HPRD ( http://www.hprd.org ), and InBio_Map ( https://www.intomics.com/inbio/map/#home ), were used to identify the target genes of GTPBP4."
BioGRID,BioGRID,1,True,PMC7593728,"A total of 119 genes were obtained from String, 179 from BioGRID, 40 genes from BioPlex, 403 from InBio_Map, and 33 from HPRD."
BioGRID,BioGRID,1,True,PMC7593728,"This was performed using 3 databases: BioGRID, InWeb_IM, and OmniPath."
BioGRID,BioGRID,1,True,PMC11853957,"To achieve this, we utilized curated libraries like BioGRID [ 21 ], MINT [ 22 ], STRING [ 23 ], and others, facilitated by the KEA3 web tool [ 24 ]."
BioGRID,BioGRID,1,True,PMC9076958,"Factors and their IAV-responsive phosphosites shown to be relevant for the PI3K signaling pathway (Wikipathways) are shown in blue and grey circles respectively (PhosphoSitePlus, BioGrid)."

BioGRID,BioGRID,1,True,PMC11810957,CDK2 CHEK2 0.71743894 Genetic Interactions BIOGRID-SMALL-SCALE-STUDIES
BioGRID,BioGRID,1,True,PMC11810957,HUS1 RAD9A 0.025538957 Physical Interactions BIOGRID-SMALL-SCALE-STUDIES
BioGRID,BioGRID,1,True,PMC11810957,HUS1 RAD9B 0.12031516 Physical Interactions BIOGRID-SMALL-SCALE-STUDIES
BioGRID,BioGRID,1,True,PMC11810957,RAD1 RAD9A 0.02505026 Physical Interactions BIOGRID-SMALL-SCALE-STUDIES
BioGRID,BioGRID,1,True,PMC11810957,RAD1 RAD9B 0.11801288 Physical Interactions BIOGRID-SMALL-SCALE-STUDIES
BioGRID,BioGRID,1,True,PMC11653834,"Since the number of common protein, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$N_{\text{ common }}$$\end{document} N common , is 9688 (for BioGRID) or 1097 (for DIP), and the number of orthogonal protein, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$N_{\text{ ortho }}$$\end{document} N ortho , is 4026 (for BioGRID) or and 432 (for DIP), the resulting integrated tensor is \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$n_{ii'k} \in \mathbb {R}^{N \times N \times 2}$$\end{document} n i i ′ k ∈ R N × N × 2 where \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$N = 24875 + 16645 - 9688 - 4026=27806$$\end{document} N = 24875 + 16645 - 9688 - 4026 = 27806 (for BioGRID) or \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$N= 4901+2342- 1097-432= 5714$$\end{document} N = 4901 + 2342 - 1097 - 432 = 5714 (for DIP)."
BioGRID,BioGRID,1,True,PMC11653834,"Thus, 195 (using \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{2i}$$\end{document} u 2 i for BioGRID) and 196 (using \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{2i}$$\end{document} u 2 i for DIP) and 59 (using \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$u_{3i}$$\end{document} u 3 i for DIP) proteins were associated with adjusted P -values less than 0.01."
BioGRID,BioGRID,1,True,PMC12121465,"Cell‐type enrichment of Anxa2 and potential interaction partners were examined by first identifying Anxa2 interaction partners using the BioGRID database of curated protein–protein interactions ( www.thebiogrid.org , BioGRID version 4.4.235; Oughtred et al."
BioGRID,BioGRID,1,True,PMC12121465,(E) Heatmap showing cell‐type enrichment of transcripts that encode known interaction partners of Anxa2 within the scRNA‐seq cell clusters (derived from BioGRID database; Oughtred et al.
BioGRID,BioGRID,1,True,PMC12121465,"To explore the possibility that Anxa2 and its interactors may be important to SCN astrocytic circadian function, regardless of their presence in the circadian proteome, we next assayed the cellular transcript expression of Anxa2 and all of its interaction partners, as defined by BioGRID (Oughtred et al."
BioGRID,BioGRID,1,True,PMC12057046,"None of the ten identified protein-protein interactions had been previously reported, based on comparison with the information available in IntAct, HIPPIE and BioGrid [ 29 – 31 ] (February 2025)."
BioGRID,BioGRID,1,True,PMC12057046,"The results demonstrate the potential of the USP8 Rhod domain to bind peptide ligands, although none of the USP8 Rhod interacting proteins found have previously been reported to be USP8 interactors based on information compiled in IntAct, HIPPIE and BioGrid [ 29 – 31 ] (February 2025)."
BioGRID,BioGRID,1,True,PMC11703355,The histone mimicry candidate network included manually curated BioGRID interactions between the lysine methyltransferase and respective candidates as specified in the figure legends.
BioGRID,BioGRID,1,True,PMC11703355,These proteins were then cross-referenced from known interactors from the bioGRID database to identify potential candidates for histone mimicry [ 56 ].
BioGRID,BioGRID,1,True,PMC11703355,Interactome data can be downloaded from https://thebiogrid.org/by searching the protein of interest (I.E EHMT1) and selecting download curated data for this protein then selecting a suitable format for the file.
BioGRID,BioGRID,1,True,PMC10620119,"(F) Density plot of TurboABI1 #1 vs. TurboControl #1 PA FDR, subset by published evidence of ABI1 interaction curated from MINT, IntAct, StringDB, and Biogrid interaction evidence databases."
BioGRID,BioGRID,1,True,PMC10620119,"Of the 212 proteins, 32 were known ABI1 interactors based on curated data in the StringDB, MINT, IntAct, and BioGRID interaction evidence databases (Table S8 )."
BioGRID,BioGRID,1,True,PMC10620119,"To further explore ABI1 in the context of TAK1 regulation, we performed bioinformatic analysis to characterize the intersection between the measured ABI1 proximal interactome and the established TAK1 interactome curated from the StringDB, MINT, IntAct, and BioGrid interaction evidence databases."
BioGRID,BioGRID,1,True,PMC10620119,"Known ABI1 and TAK1/MAP3K7 interactors, curated from StringDB, MINT, IntAct, and BioGRID interaction databases."
BioGRID,BioGRID,1,True,PMC10519508,Protein-protein interaction network analysis was performed using the BioGRID website.
